id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,weight_kg,weight_class
2468-P,95,828.7828700793907,DRFQQ,Paris,Florida,Canada,Local Pumpkin Festival,1592 N,1303 Y,333,796,2,Big Moose,375.92927960505097,medium
2327-P,94,832.7928945738822,OLUXC,Paris,Texas,Canada,National Pumpkin Festival,1508 U,1027 V,337,823,0,Big Moose,377.7481946355564,medium
2270-P,2,821.2749118162319,PQTTI,Los Angeles,Florida,Canada,Regional Pumpkin Festival,1763 X,1872 Z,335,846,3,Big Moose,372.52372980054827,medium
2099-P,95,817.5234186537564,LCJGN,New York,Texas,USA,Local Pumpkin Festival,1542 V,1163 V,354,939,-7,Baby Bear,370.82208251399464,medium
2217-P,70,803.2348125483841,TLTHF,Nottingham,Texas,USA,Local Pumpkin Festival,1259 T,1283 N,322,733,5,Rouge Vif d'Etampes,364.3408850934466,medium
2563-P,63,815.7982006398961,IIRRG,Paris,Florida,Canada,Regional Pumpkin Festival,1277 J,1565 N,328,772,3,Baby Bear,370.03953742465177,medium
2357-P,43,795.7819171952084,GVMYJ,Nottingham,New York,USA,Regional Pumpkin Festival,1993 L,1395 B,315,700,10,Rouge Vif d'Etampes,360.96031138440895,medium
2048-P,3,793.3762248760089,NALZN,Nottingham,New York,Canada,Local Pumpkin Festival,1586 H,1307 J,313,721,7,Marina di Chioggia,359.86910859395863,medium
2148-P,85,805.2986801667139,SUDMW,Houston,Texas,USA,Local Pumpkin Festival,1519 A,1722 C,353,970,-19,Rouge Vif d'Etampes,365.2770389341801,medium
2447-P,50,800.4399616811424,BKLGL,Paris,Texas,Canada,Regional Pumpkin Festival,1794 T,1164 I,326,765,3,Big Moose,363.0731630988728,medium
2838-P,15,795.2113390285522,ALWQI,Paris,Texas,USA,Regional Pumpkin Festival,1718 Y,1099 H,332,829,-2,Baby Bear,360.70150169263906,medium
2647-P,41,787.8238525167108,GFQOU,Paris,Florida,Canada,Regional Pumpkin Festival,1908 X,1123 R,341,836,-10,Rouge Vif d'Etampes,357.35059691075986,medium
2568-P,58,785.9613411797211,HCIVZ,Houston,New York,USA,National Pumpkin Festival,1674 T,1336 D,324,739,12,Big Moose,356.50577666839206,medium
2289-P,53,775.6334467098117,BAPBE,Chicago,Florida,USA,National Pumpkin Festival,1542 R,1161 N,323,780,4,Baby Bear,351.82112635999687,medium
2023-P,26,773.1993517391384,LJKXN,Houston,Florida,Canada,Regional Pumpkin Festival,1007 V,1042 P,324,782,4,Baby Bear,350.71704035405924,medium
2680-P,85,786.0328827640042,VXZGG,Paris,Florida,USA,Regional Pumpkin Festival,1537 N,1487 Q,324,728,4,Marina di Chioggia,356.53822735869016,medium
2166-P,46,780.2616025088355,XVNVK,Houston,Florida,USA,Regional Pumpkin Festival,1772 S,1116 Z,325,795,-1,Big Moose,353.9204208051877,medium
2605-P,29,773.8375363349915,KROSF,Paris,Texas,Canada,Regional Pumpkin Festival,1773 T,1363 Q,319,733,5,Baby Bear,351.00651578126144,medium
2104-P,27,765.6863971035928,AZQIN,Los Angeles,Texas,Canada,Local Pumpkin Festival,1426 K,1290 U,338,841,-13,Marina di Chioggia,347.30922423501283,medium
2636-P,13,778.8418499138206,DHCOI,Paris,Texas,USA,Local Pumpkin Festival,1791 R,1432 P,330,834,-10,Marina di Chioggia,353.2764323861097,medium
2851-P,27,761.304122203961,OHWAY,New York,Florida,USA,Local Pumpkin Festival,1408 N,1107 F,319,744,6,Baby Bear,345.3214593987391,medium
2768-P,13,774.0656912112609,LIGMW,Chicago,Texas,Canada,Local Pumpkin Festival,1221 K,1574 V,316,734,3,Baby Bear,351.1100050078982,medium
2822-P,95,764.9054864551872,UZHMD,New York,Florida,Canada,Regional Pumpkin Festival,1022 Y,1831 O,338,829,-9,Rouge Vif d'Etampes,346.95500941218125,medium
2026-P,66,771.2061757436022,YMVWA,Chicago,New York,USA,National Pumpkin Festival,1431 O,1122 S,-3,4,0,Rouge Vif d'Etampes,349.81295166789204,medium
2779-P,21,754.8548154141754,IBKAA,Paris,California,USA,National Pumpkin Festival,1251 A,1057 W,332,772,-5,Marina di Chioggia,342.39610543334663,medium
2792-P,66,754.1523796627298,MFAHO,Los Angeles,Florida,Canada,National Pumpkin Festival,1887 Y,1959 B,323,773,2,Big Moose,342.0774861959769,medium
2670-P,19,755.368540772982,GVITR,New York,Texas,USA,National Pumpkin Festival,1582 R,1649 Q,336,810,-6,Baby Bear,342.62912714629846,medium
2387-P,74,755.4677959261462,CWBGC,New York,California,Canada,Regional Pumpkin Festival,1174 Z,1228 I,0,5,-3,Big Moose,342.6741484897325,medium
2163-P,38,745.6040574954823,GIVIC,Nottingham,California,Canada,National Pumpkin Festival,1400 U,1501 A,304,643,12,Rouge Vif d'Etampes,338.2000356474908,medium
2585-P,50,751.4033800084144,QPBLX,Houston,New York,USA,National Pumpkin Festival,1979 N,1960 W,334,798,-10,Big Moose,340.8305619447767,medium
2946-P,58,750.9056900674477,ZECFJ,Chicago,New York,Canada,Local Pumpkin Festival,1155 B,1066 Y,331,792,-10,Marina di Chioggia,340.60481376907376,medium
2730-P,58,759.0812815017998,MYKFV,Chicago,Florida,USA,Regional Pumpkin Festival,1480 Q,1534 R,313,702,2,Marina di Chioggia,344.31319663896437,medium
2140-P,83,738.7277703937143,GPXZP,Paris,Texas,Canada,Local Pumpkin Festival,1080 G,1787 A,325,751,-5,Big Moose,335.08100682842564,medium
2218-P,55,754.8518962692469,NRTBL,Chicago,Florida,Canada,National Pumpkin Festival,1580 U,1302 G,329,835,-12,Marina di Chioggia,342.3947813325602,medium
2348-P,62,739.2252659695223,DWPUJ,New York,New York,USA,Local Pumpkin Festival,1438 Y,1781 X,318,756,1,Marina di Chioggia,335.30666684164754,medium
2316-P,78,739.4703955771402,LBOLK,New York,Texas,Canada,National Pumpkin Festival,1623 M,1679 O,311,657,7,Rouge Vif d'Etampes,335.4178556706261,medium
2108-P,34,738.79183631856,NNAJR,Houston,New York,Canada,Regional Pumpkin Festival,1717 D,1429 Z,321,762,-7,Marina di Chioggia,335.11006661940826,medium
2013-P,69,739.4224927434698,YXLXQ,New York,New York,USA,Regional Pumpkin Festival,1419 M,1872 M,327,749,-2,Baby Bear,335.39612732849594,medium
2381-P,50,738.0005175834522,AMOAN,Chicago,New York,Canada,National Pumpkin Festival,1049 I,1770 T,321,710,8,Marina di Chioggia,334.75113077171324,medium
2401-P,79,728.436447551474,FTUOU,Chicago,Texas,Canada,Local Pumpkin Festival,1958 I,1781 A,334,818,-15,Big Moose,330.4129451177682,medium
2345-P,40,731.9711847219617,PCDJW,Los Angeles,Texas,Canada,Regional Pumpkin Festival,1996 P,1867 R,-5,-1,-2,Baby Bear,332.01627362040404,medium
2266-P,28,712.4738357700408,LBMYX,Houston,New York,USA,National Pumpkin Festival,1474 D,1866 B,318,728,0,Marina di Chioggia,323.1724321146043,medium
2818-P,5,726.2454295577481,ZHUOA,New York,Florida,Canada,Regional Pumpkin Festival,1018 O,1171 F,306,619,13,Big Moose,329.4191168839581,medium
2612-P,31,712.2555184736848,DQKVX,Chicago,Texas,Canada,Local Pumpkin Festival,1232 F,1583 F,320,753,-9,Big Moose,323.0734051355156,medium
2159-P,77,706.6957244183868,IVXYB,Nottingham,Florida,USA,National Pumpkin Festival,1245 I,1346 P,338,818,-10,Baby Bear,320.55152703038493,medium
2013-P,61,709.4423115309328,NWFNW,Houston,California,Canada,Regional Pumpkin Festival,1284 L,1181 C,312,712,-4,Rouge Vif d'Etampes,321.7973569719389,medium
2039-P,93,713.2564441254362,GEVMQ,Los Angeles,Florida,USA,National Pumpkin Festival,1978 R,1450 J,312,684,9,Big Moose,323.52741700374486,medium
2925-P,84,704.0888945003971,HFMYZ,Nottingham,California,Canada,Local Pumpkin Festival,1391 N,1049 X,313,701,-1,Baby Bear,319.36908983422416,medium
2198-P,33,708.1981589300558,FWTPJ,Los Angeles,Florida,USA,Regional Pumpkin Festival,1689 Z,1782 T,336,825,-11,Baby Bear,321.23301930540185,medium
2899-P,63,693.0630532009527,ARBCZ,Los Angeles,California,Canada,Local Pumpkin Festival,1389 M,1099 T,-4,-3,3,Baby Bear,314.36785642752653,medium
2193-P,75,699.7010068809614,RQIPW,Chicago,California,Canada,Regional Pumpkin Festival,1526 M,1633 G,306,668,-1,Rouge Vif d'Etampes,317.378779113149,medium
2672-P,53,701.7784270513803,CQTFS,Los Angeles,Texas,USA,Regional Pumpkin Festival,1315 X,1153 M,314,670,3,Baby Bear,318.32108028308966,medium
2236-P,1,689.5991815375164,IKDEG,Chicago,California,Canada,National Pumpkin Festival,1696 U,1152 W,319,704,-1,Baby Bear,312.79667195196515,medium
2322-P,46,680.7378552053124,BGGIB,Nottingham,Texas,Canada,Regional Pumpkin Festival,1975 M,1364 O,325,786,-16,Rouge Vif d'Etampes,308.77724521828804,medium
2855-P,95,681.3471698874607,UWIHD,New York,California,Canada,National Pumpkin Festival,1336 X,1204 E,307,646,7,Rouge Vif d'Etampes,309.05362548359307,medium
2838-P,10,677.8249790221453,OARDC,Paris,New York,USA,National Pumpkin Festival,1028 X,1617 Q,318,705,-5,Baby Bear,307.4559878846129,medium
2035-P,59,687.8228285964578,LQSSJ,Houston,California,Canada,National Pumpkin Festival,1985 G,1235 D,320,756,-14,Baby Bear,311.9909324687245,medium
2248-P,77,681.3941399741918,OTOCD,Paris,New York,USA,National Pumpkin Festival,1605 Z,1666 W,321,708,0,Rouge Vif d'Etampes,309.0749307391736,medium
2505-P,72,675.7575434055179,NDODH,Houston,California,USA,Regional Pumpkin Festival,1728 I,1438 M,-3,-2,0,Baby Bear,306.5182156283957,medium
2429-P,68,680.2212981767952,PUNRP,Houston,California,Canada,National Pumpkin Festival,1240 V,1704 Y,313,696,-2,Big Moose,308.5429390826089,medium
2995-P,80,663.2676597550511,MRJWE,Houston,California,USA,National Pumpkin Festival,1804 V,1638 A,312,654,1,Marina di Chioggia,300.85290432361313,medium
2170-P,86,659.4574073618278,REXXX,Los Angeles,California,Canada,Local Pumpkin Festival,1797 J,1729 D,302,637,7,Baby Bear,299.12460432006617,medium
2030-P,84,664.1778475735337,WRNWV,Chicago,California,USA,National Pumpkin Festival,1089 K,1523 X,312,708,-4,Marina di Chioggia,301.2657582365743,medium
2536-P,100,657.2148107746616,IQZGV,Chicago,Florida,USA,Regional Pumpkin Festival,1431 I,1597 W,310,642,-1,Big Moose,298.1073804489003,medium
2058-P,83,652.9276078112423,XCWQW,Houston,Florida,USA,National Pumpkin Festival,1765 W,1005 O,318,718,-10,Big Moose,296.162739482317,medium
2622-P,83,659.3613457772881,NVPUJ,Chicago,New York,USA,National Pumpkin Festival,1897 X,1733 J,334,803,-22,Rouge Vif d'Etampes,299.08103155381167,medium
2633-P,13,660.1755530424416,VAPOC,Paris,New York,USA,Regional Pumpkin Festival,1052 C,1943 K,312,693,-7,Big Moose,299.4503494556272,medium
2421-P,23,662.7012264057994,PMUHW,Los Angeles,California,Canada,Regional Pumpkin Festival,1027 L,1626 D,305,660,1,Big Moose,300.5959746878593,medium
2954-P,55,656.3697558101267,PWDVK,New York,California,USA,National Pumpkin Festival,1686 O,1986 N,300,599,10,Marina di Chioggia,297.72407027742696,medium
2487-P,3,652.162696264498,DOCJK,Houston,Texas,USA,National Pumpkin Festival,1174 E,1858 L,303,640,2,Marina di Chioggia,295.8157817240062,medium
2848-P,87,647.1347267255187,BFDUZ,Paris,California,Canada,Local Pumpkin Festival,1522 S,1900 U,318,707,-9,Rouge Vif d'Etampes,293.5351349648815,medium
2335-P,10,644.1967983655632,GYFYI,Houston,Texas,USA,Local Pumpkin Festival,1658 V,1188 X,-4,-3,5,Baby Bear,292.2025141642325,medium
2900-P,71,637.7145294351503,XGARM,Houston,California,USA,National Pumpkin Festival,1365 G,1111 N,318,698,-13,Marina di Chioggia,289.2622088355487,medium
2924-P,58,631.0988936023787,TCEVO,Houston,California,USA,National Pumpkin Festival,1337 T,1156 M,295,610,7,Rouge Vif d'Etampes,286.26140934689016,medium
2808-P,66,627.7457722174004,EUCGR,Paris,Florida,Canada,National Pumpkin Festival,1201 J,1822 M,296,611,5,Big Moose,284.74046031163505,medium
2416-P,93,630.5177491577342,EJBPI,Nottingham,Florida,Canada,Regional Pumpkin Festival,1857 S,1632 A,315,697,-6,Rouge Vif d'Etampes,285.99780687595495,medium
2010-P,52,624.8411569735035,SICWO,Chicago,Texas,USA,National Pumpkin Festival,1511 M,1755 R,308,679,-13,Baby Bear,283.4229500739254,medium
2694-P,84,631.2617625920102,OPXZQ,Chicago,New York,USA,Regional Pumpkin Festival,1577 B,1962 U,293,586,5,Marina di Chioggia,286.3352854176351,medium
2324-P,58,627.8260709615424,ACLCJ,Paris,Florida,Canada,National Pumpkin Festival,1225 Y,1037 N,304,653,-9,Rouge Vif d'Etampes,284.77688317958797,medium
2475-P,16,610.248646883294,MPCYZ,Nottingham,Texas,Canada,Regional Pumpkin Festival,1575 G,1658 K,306,654,-1,Marina di Chioggia,276.80390423708707,medium
2883-P,72,613.8985820924863,QGTBW,New York,Texas,Canada,National Pumpkin Festival,1095 T,1060 G,319,714,-17,Baby Bear,278.45948564849505,medium
2921-P,86,607.145988211967,BZNXL,Houston,Texas,Canada,Regional Pumpkin Festival,1958 U,1681 E,293,580,3,Rouge Vif d'Etampes,275.39656308504254,medium
2705-P,36,608.93646907527,APXFP,Los Angeles,California,USA,Local Pumpkin Festival,1117 C,1237 P,294,572,12,Big Moose,276.20871088078985,medium
2978-P,63,618.855659879744,PLPNU,Nottingham,California,USA,Regional Pumpkin Festival,1816 R,1791 U,318,727,-14,Marina di Chioggia,280.70797647617286,medium
2094-P,31,602.0721766203642,BDZGK,Chicago,New York,Canada,Local Pumpkin Festival,1494 H,1103 A,2,-3,-1,Rouge Vif d'Etampes,273.09512273758423,medium
2964-P,3,614.0274043660611,JTDCD,Los Angeles,California,Canada,National Pumpkin Festival,1893 E,1481 A,305,634,0,Baby Bear,278.51791840121035,medium
2280-P,69,618.3839540701359,MKLCV,Nottingham,New York,USA,National Pumpkin Festival,1608 R,1007 Z,304,655,-12,Marina di Chioggia,280.4940144945811,medium
2909-P,16,608.6987292459235,YLJVB,New York,Texas,Canada,National Pumpkin Festival,1466 B,1498 J,306,639,-2,Big Moose,276.1008739961169,medium
2827-P,72,596.6773474495858,TZARZ,Paris,New York,Canada,Local Pumpkin Festival,1547 F,1382 K,307,673,-13,Big Moose,270.64807138435253,medium
2908-P,38,591.866886026226,HYMQA,Houston,California,USA,Local Pumpkin Festival,1053 T,1890 G,283,518,11,Baby Bear,268.4660845664079,medium
2700-P,78,603.337535652332,GEYBN,Chicago,Florida,USA,Local Pumpkin Festival,1673 C,1500 U,310,673,-16,Marina di Chioggia,273.6690794716126,medium
2327-P,38,600.1725942321121,VJTZV,Los Angeles,California,Canada,National Pumpkin Festival,1376 E,1150 L,300,630,-9,Baby Bear,272.23348736293224,medium
2782-P,56,588.8874406311661,VJINF,Paris,Florida,USA,Regional Pumpkin Festival,1108 S,1615 Y,312,653,-8,Marina di Chioggia,267.1146319707719,medium
2055-P,25,588.7215470410883,MXJKC,Nottingham,Texas,Canada,National Pumpkin Festival,1733 X,1701 M,303,628,-3,Marina di Chioggia,267.03938396546135,medium
2918-P,1,590.043142426759,JBQTY,Houston,Texas,USA,Local Pumpkin Festival,1851 Z,1095 B,316,705,-17,Marina di Chioggia,267.63884905963846,medium
2456-P,56,600.0637597627938,FCEOS,Houston,Texas,Canada,National Pumpkin Festival,1216 K,1225 K,291,546,5,Rouge Vif d'Etampes,272.18412091832516,medium
2816-P,19,582.3273513140157,AYOYA,Chicago,Texas,Canada,Regional Pumpkin Festival,1156 W,1214 P,311,673,-7,Rouge Vif d'Etampes,264.139027937227,medium
2458-P,36,596.5221271878108,NVWUZ,Nottingham,Florida,USA,Regional Pumpkin Festival,1270 I,1096 F,313,677,-12,Rouge Vif d'Etampes,270.5776647153735,medium
2951-P,99,577.0131448647007,UMTXA,Los Angeles,Florida,USA,Local Pumpkin Festival,1742 G,1217 W,3,4,3,Baby Bear,261.72854640546933,medium
2197-P,20,570.0256962468848,WUECG,New York,California,Canada,Regional Pumpkin Festival,1587 T,1836 V,297,569,-3,Marina di Chioggia,258.55909561201696,medium
2581-P,90,589.9662973638624,SMNOI,Nottingham,Florida,Canada,Local Pumpkin Festival,1455 F,1472 N,290,575,-3,Rouge Vif d'Etampes,267.6039927538691,medium
2706-P,88,577.7990910932422,FXFWE,Chicago,New York,USA,Local Pumpkin Festival,1203 Q,1439 N,-5,5,3,Rouge Vif d'Etampes,262.0850453271659,medium
2392-P,36,559.17284914013,FWPGG,Houston,Florida,USA,Local Pumpkin Festival,1244 B,1360 S,299,618,-6,Marina di Chioggia,253.63633098716983,medium
2862-P,54,571.7532347403467,BITPT,Los Angeles,California,USA,National Pumpkin Festival,1586 Q,1365 F,298,569,4,Marina di Chioggia,259.34269325234334,medium
2973-P,32,573.6358396811411,CAFYV,Nottingham,New York,Canada,National Pumpkin Festival,1408 M,1160 C,290,539,2,Baby Bear,260.19662779264814,medium
2449-P,96,562.7010056981817,AJWYF,Paris,California,USA,Local Pumpkin Festival,1560 K,1803 A,303,640,-8,Marina di Chioggia,255.23667457664962,medium
2559-P,49,567.8721730280668,QQXAC,Chicago,Texas,USA,Local Pumpkin Festival,1087 I,1654 K,289,517,3,Rouge Vif d'Etampes,257.5822747081468,medium
2203-P,58,562.4808035446331,TGSKJ,Nottingham,Texas,Canada,National Pumpkin Festival,1540 W,1176 L,291,570,-4,Rouge Vif d'Etampes,255.1367926414172,medium
2200-P,27,566.7061723364517,ECLQJ,New York,California,USA,National Pumpkin Festival,1072 V,1601 Y,287,518,6,Baby Bear,257.05338612243577,medium
2390-P,76,559.5270717974752,GTNWK,Nottingham,Florida,USA,Regional Pumpkin Festival,1794 V,1610 L,0,4,0,Baby Bear,253.79700355076037,medium
2972-P,16,543.2924673734233,FJNFD,New York,Texas,USA,National Pumpkin Festival,1630 N,1063 C,-1,0,4,Rouge Vif d'Etampes,246.43311686084581,medium
2417-P,3,544.3752256184816,REXEP,Houston,Florida,USA,Regional Pumpkin Festival,1397 F,1850 Y,296,617,-8,Rouge Vif d'Etampes,246.92424733873833,medium
2938-P,53,543.1688451906666,ZWAJG,New York,New York,Canada,Local Pumpkin Festival,1948 T,1295 S,302,653,-14,Rouge Vif d'Etampes,246.37704282772484,medium
2221-P,47,538.9148669721559,LHYGP,Los Angeles,Florida,USA,Regional Pumpkin Festival,1424 K,1787 F,309,642,-15,Baby Bear,244.44747233963415,medium
2579-P,20,531.5147053858266,XXAEC,Chicago,California,Canada,Regional Pumpkin Festival,1588 J,1752 Z,301,588,-8,Marina di Chioggia,241.09081824536784,medium
2348-P,60,539.8357773432508,LTIUP,New York,Florida,Canada,National Pumpkin Festival,1872 O,1996 V,307,656,-18,Baby Bear,244.8651899166798,medium
2164-P,56,540.6722011948004,EYSCG,Paris,Texas,Canada,Local Pumpkin Festival,1880 Z,1119 G,299,572,-7,Marina di Chioggia,245.2445850843519,medium
2058-P,77,535.939659865573,WPZJH,New York,Florida,Canada,Regional Pumpkin Festival,1103 U,1617 M,281,494,9,Big Moose,243.097942197745,medium
2038-P,38,539.0589609989896,CHAHX,Los Angeles,New York,Canada,National Pumpkin Festival,1189 M,1222 M,3,1,1,Big Moose,244.5128322374537,medium
2079-P,87,537.6230047009885,IPEJP,Nottingham,Texas,USA,Local Pumpkin Festival,1067 Q,1788 T,289,530,5,Rouge Vif d'Etampes,243.86149394833078,medium
2442-P,82,523.0452812807634,MOVGV,Chicago,Texas,Canada,National Pumpkin Festival,1748 E,1745 T,5,2,4,Baby Bear,237.24915522670406,medium
2452-P,98,523.5694969929755,JBKOD,Paris,New York,Canada,Local Pumpkin Festival,1845 N,1580 H,278,491,6,Baby Bear,237.48693528003773,medium
2144-P,76,533.1108634108678,LIMRB,Los Angeles,California,USA,Local Pumpkin Festival,1212 A,1344 J,291,525,4,Rouge Vif d'Etampes,241.81482275626232,medium
2880-P,35,526.842100973241,SXLZO,Nottingham,Texas,USA,National Pumpkin Festival,1323 V,1696 T,281,472,8,Baby Bear,238.97136226465435,medium
2498-P,90,515.4629981433973,CWTSW,Nottingham,New York,USA,Local Pumpkin Festival,1160 C,1754 N,282,499,4,Marina di Chioggia,233.80989225385986,medium
2451-P,4,523.7837897436693,QXDVR,New York,New York,Canada,National Pumpkin Festival,1711 N,1097 X,297,599,-15,Big Moose,237.58413675741045,medium
2837-P,33,512.1250466713682,IZZUQ,Los Angeles,New York,Canada,Local Pumpkin Festival,1395 A,1583 G,-4,-2,-5,Rouge Vif d'Etampes,232.29582416975924,medium
2269-P,18,513.4019645886495,MUFXA,New York,New York,Canada,Regional Pumpkin Festival,1889 M,1388 J,287,547,-7,Baby Bear,232.87502392169472,medium
2906-P,34,511.0790034448728,RDBNN,Houston,Texas,Canada,National Pumpkin Festival,1623 B,1357 F,281,525,-1,Big Moose,231.82134733056674,medium
2156-P,1,503.2505223248154,ZIRRX,Houston,Texas,USA,National Pumpkin Festival,1167 H,1145 W,293,558,-12,Marina di Chioggia,228.27041092235766,medium
2620-P,11,511.9939903592691,QIPWN,Houston,New York,USA,Local Pumpkin Festival,1847 A,1253 E,284,539,-2,Rouge Vif d'Etampes,232.23637807504159,medium
2089-P,38,508.0493991466239,GJXIT,New York,Florida,USA,National Pumpkin Festival,1915 J,1905 I,275,472,4,Baby Bear,230.44714305771544,medium
2623-P,93,506.7480755880475,GQLIU,Chicago,New York,Canada,Local Pumpkin Festival,1222 T,1489 U,3,-2,5,Rouge Vif d'Etampes,229.85687310213365,medium
2324-P,73,505.7907963741571,ZJGOS,Chicago,Florida,Canada,Regional Pumpkin Festival,1694 D,1023 X,288,563,-16,Big Moose,229.42265890894666,medium
2205-P,85,502.2607995988801,IKFSZ,Los Angeles,Florida,USA,Local Pumpkin Festival,1014 I,1153 S,285,534,-10,Marina di Chioggia,227.82148061165523,medium
2644-P,100,498.79111969154326,CNFNJ,Nottingham,California,USA,Local Pumpkin Festival,1790 Q,1313 C,282,520,-3,Big Moose,226.24766156312648,light
2526-P,50,499.6319637540728,KDUGF,Nottingham,California,Canada,Regional Pumpkin Festival,1181 I,1647 L,1,2,2,Big Moose,226.62906170313738,light
2892-P,7,497.1354622067884,GTEAG,Paris,Texas,Canada,Regional Pumpkin Festival,1407 C,1881 L,267,417,21,Rouge Vif d'Etampes,225.49666857330158,light
